idVenta,idSucursal,idVehiculo,idEmpleado,idCliente,edadCliente,generoCliente,fechaVenta,totalVenta,diasRenta
253,1,23,1,e28d439a-0a07-4266-87d2-df660c8506d1,25,Male,17/7/2022,$6490.60,41
254,6,21,25,02c6b56b-1050-4a9d-a2e8-06624743603f,56,Male,14/6/2023,$16937.95,12
255,2,27,7,1838584f-dd45-4d72-98cb-b73c308d21d8,27,Male,10/10/2022,$18061.69,36
256,7,14,42,fc3a7513-937f-4e85-98ce-5de60093be6b,21,Male,23/8/2022,$11140.10,2
257,8,9,19,4dc9116e-622b-40a3-9bc7-22dc3db0dad7,62,Male,22/9/2022,$7928.14,53
258,8,39,19,aedc68c9-178c-4d18-9a83-55e684a4d616,31,Male,4/3/2023,$10158.32,87
259,10,25,20,fff0e063-1fe1-4702-925b-169f71c12fda,42,Male,2/9/2022,$1178.74,32
260,8,3,17,da3390aa-f89d-4653-a289-03bbbbcc8cf4,49,Female,13/12/2022,$1075.83,12
261,6,35,48,e1970683-8268-479a-9bfb-b0f67f27f039,37,Female,13/2/2023,$5021.79,35
262,6,25,25,5d70211d-6b4e-43bd-930e-bde95af3d290,58,Female,2/10/2022,$10837.59,62
263,2,5,23,fc75d18c-fc9a-4e2d-b251-e4f7f424d01f,37,Female,13/4/2023,$15930.34,75
264,2,15,41,efa6e919-0aa9-437b-9195-29e93dfaa909,47,Male,14/9/2022,$12279.63,70
265,10,32,23,29b6e4da-8b40-4889-9d85-adc8a11c7244,65,Female,16/11/2022,$10119.82,85
266,4,25,31,8e41d5c8-366f-4203-8b3d-60bc25f6b969,50,Male,13/11/2022,$1592.84,30
267,3,6,32,395e6059-99d0-4fcb-a7fb-f6794fee987d,43,Female,24/3/2023,$8247.44,20
268,9,2,13,9f6d871a-e94b-4842-8dff-139e339383ed,69,Male,28/9/2022,$17309.26,26
269,4,13,46,23ea8d75-e5fb-4836-8bea-35a0df8727d9,73,Male,7/8/2022,$13836.16,31
270,9,12,44,0f775d1d-6440-4cce-b46a-e3807e68d44f,23,Female,27/8/2022,$18803.37,34
271,7,34,21,85cbd0a6-8587-4e8b-8c39-ebf77f0ccbe2,22,Female,19/5/2023,$16933.55,98
272,6,35,43,cbb5240a-b7ce-4602-9998-561402e62c0e,51,Male,11/5/2023,$12750.19,78
273,2,40,35,d595f042-e26d-47c5-88e6-dc4dd552f8b0,33,Female,11/12/2022,$5817.09,99
274,2,27,13,bc4dbda9-b5ef-4058-bfc8-9d799097ab55,27,Male,4/6/2023,$8616.93,53
275,10,34,47,ec6b82b3-eade-4e9c-be7a-023350564ff0,21,Female,27/11/2022,$5672.61,18
276,3,22,7,381c6d1f-02f7-4ec1-a24b-a1f93732303f,74,Male,21/11/2022,$9998.71,18
277,1,20,6,72194a1e-327f-491b-a646-99048baea2e2,61,Male,20/3/2023,$18739.31,5
278,2,11,3,0b41b5d3-0dfc-46af-bcf2-f9c64011832e,42,Female,29/8/2022,$13280.59,71
279,5,13,13,5c6b5a7a-7a3c-4c53-a8f8-08c9ff93584d,64,Female,18/8/2022,$14405.85,26
280,8,23,6,5f6038a0-4ed8-4cca-bceb-a2b13c24287b,72,Female,3/8/2022,$19769.33,45
281,4,2,9,3a4b4ea5-d13d-4f79-804a-deb01fec0773,73,Male,30/5/2023,$14716.52,95
282,4,31,11,9d496858-3a60-4560-8eae-cf1993083c65,62,Male,16/1/2023,$1296.65,71
283,2,34,3,887e9f8e-20c2-477b-8a32-aacd848f971f,26,Male,19/9/2022,$17482.71,92
284,8,27,6,b641b6fc-51c0-4d33-8569-24396f8ce300,69,Male,14/5/2023,$15713.40,33
285,10,39,46,1287d540-cd26-4f6c-8dae-c02b33eb77ca,22,Female,23/11/2022,$5997.01,81
286,8,15,17,6bf1f87b-23b2-43bb-8683-ec10b9483b62,50,Female,28/6/2022,$9305.32,71
287,10,39,36,b805d5f9-4a1a-4245-8c63-706e744f9919,62,Male,30/10/2022,$7809.94,53
288,7,14,17,c7792f11-0f72-4c30-8554-021de864cd98,61,Male,10/11/2022,$14256.43,94
289,7,36,2,3dd4c0f3-98e8-4873-987a-1c288558e27f,67,Male,16/2/2023,$16263.47,60
290,4,28,17,0ef9daa9-6803-434c-9d51-42f4eec58382,74,Male,16/8/2022,$11274.98,46
291,4,2,43,eee2f044-9140-493d-8c9d-02276661d1e4,50,Female,16/3/2023,$3480.44,97
292,2,14,43,6f16afb4-3ce9-4538-971d-473c0d642d1f,48,Male,20/5/2023,$3430.61,74
293,7,35,22,cefad2ff-1c60-41a8-9ea2-3ca3bdd93ff5,57,Female,26/10/2022,$16851.05,74
294,6,26,40,f2ed8462-16ac-44e9-8b00-5b902553fba1,67,Male,23/11/2022,$2247.10,76
295,3,2,14,593a2c90-6d85-4a53-9c01-ef67bfa4a8d5,63,Male,17/4/2023,$13609.16,61
296,2,28,37,582ffc01-3fa1-40d7-8093-6ec9d4ee02ab,34,Female,18/4/2023,$16295.80,2
297,6,31,32,b917e3e9-1372-4f3b-9fc8-d95a46f3caca,48,Female,9/10/2022,$10026.84,47
298,7,4,10,f870d131-c677-4ba6-8571-6555a8cc0901,25,Male,23/11/2022,$18913.70,73
299,10,19,11,fa6f39db-575b-48b8-be45-e9a36e582267,57,Male,30/4/2023,$17683.22,28
300,6,22,11,d2df3bc6-813c-4b10-a4d8-27b2009bae18,23,Female,10/1/2023,$16285.93,10
301,7,16,36,21563051-b2dc-4760-9366-aee0c836aca9,44,Female,28/6/2022,$7796.38,36
302,3,39,23,e7b5d606-7220-4636-b4d7-eee68836cb50,34,Female,28/4/2023,$19485.80,79
303,2,11,43,eb760a23-2967-42e8-973e-4c2abcb83d2f,33,Female,23/3/2023,$12839.90,68
304,8,34,13,f629a5cd-eefc-4b45-83dd-a3eb6fea7d9a,49,Female,12/11/2022,$11490.44,34
305,2,23,18,1f15c092-6c64-49de-890c-a745635f7f64,39,Female,25/1/2023,$10299.27,76
306,3,27,21,42a79823-344c-40d1-b8e7-281f950a61ab,31,Female,14/9/2022,$521.03,39
307,7,40,20,744dbb6e-7eab-4866-a30a-b259a1118d01,57,Male,10/3/2023,$8235.42,41
308,4,13,22,8340dee2-1332-4213-855c-05243eec76d8,48,Female,3/2/2023,$12109.25,29
309,1,11,6,e40b9216-044a-4834-9e72-f625d4e3d6f1,65,Male,4/7/2022,$17199.65,35
310,5,16,35,f4734bd7-38a1-4041-ad44-2b258d39fe72,69,Female,9/6/2023,$4627.06,78
311,1,34,26,d0bf6a61-52e4-438d-bb93-cc8bacea7723,26,Male,26/10/2022,$854.06,9
312,6,4,44,133fb792-3f97-434e-94d6-49ca998e834d,22,Female,9/1/2023,$1184.75,37
313,4,15,44,740a79f3-cac2-49e9-b02f-401e2efde3e8,23,Male,5/11/2022,$7653.56,80
314,6,17,39,61712fa3-0f80-4f9f-8677-cbb0ab9f6fbc,40,Female,3/2/2023,$15041.64,11
315,1,3,9,b5b222e5-9c54-4c4c-8f0b-8f63389df42b,59,Male,10/7/2022,$2531.73,78
316,10,28,17,4c8a7076-bbde-4fe1-befe-29bbef9b6415,48,Male,9/8/2022,$15494.14,71
317,10,2,19,f3ca3902-c2c6-4cbd-b198-aa7ed1b095c0,66,Male,6/4/2023,$19607.11,50
318,1,24,38,a6ace5ba-de2e-45b9-8a6f-8de68091159a,58,Male,27/12/2022,$16429.33,45
319,4,18,17,0473a982-ae26-4342-89a6-0fc4bbd866ed,50,Female,3/4/2023,$16344.99,64
320,8,40,27,f0f4c87b-9086-4d96-a7e2-247a27ed6492,26,Female,6/9/2022,$19390.45,55
321,4,18,8,d22d996b-c7c9-480e-b822-26d1219d9e02,34,Male,11/10/2022,$12203.32,97
322,6,24,31,698537be-3b34-4614-947a-d017833a0c06,65,Female,4/2/2023,$18261.81,70
323,3,24,1,4d128a71-078e-4d2f-a511-894b02d4ef99,75,Female,1/5/2023,$13979.96,63
324,10,35,31,fb54a02c-d65b-4718-af12-41cc67b736c6,44,Male,6/10/2022,$2783.12,61
325,1,13,26,01439393-b640-4b32-a33f-d2ce260a9c09,41,Female,16/8/2022,$7451.04,65
326,6,38,47,92958a7f-2f98-4c76-8a6e-902ff1d33e6f,51,Male,2/9/2022,$15246.45,18
327,5,2,6,5342b9c0-83c5-491b-b36c-4f2cddbdc167,47,Male,26/6/2022,$11632.75,8
328,9,23,43,421474b9-a643-4dcb-aae8-854f977d2e77,44,Male,23/10/2022,$16692.50,91
329,3,40,42,f5c3a689-8ee9-4f11-a77c-195366a18677,52,Female,11/2/2023,$16097.56,25
330,5,11,11,7e67dc74-bcfc-4193-8ac0-ed01067f8132,29,Female,21/9/2022,$16935.59,61
331,7,16,39,2943c0b1-8654-4489-8b58-2fd776d16edf,49,Female,14/2/2023,$531.96,88
332,10,31,19,286c2f85-0351-424b-8cd0-75d44b8c3a8a,32,Female,15/2/2023,$16833.80,94
333,6,28,38,692d3e11-9fd1-4f2f-8a3e-da3bcd259bdc,62,Male,13/3/2023,$16107.09,11
334,3,21,22,415881fb-d76d-47c8-9919-b4e3146b9b80,41,Female,26/7/2022,$10331.00,98
335,3,33,31,6539a45c-f0b4-494b-b0f2-d85763ed12f8,47,Female,10/5/2023,$17909.58,85
336,6,2,43,1c1cb781-9b2e-4e77-939f-638ae594edf2,74,Male,8/6/2023,$866.01,25
337,1,19,25,bb3431e2-ec64-4831-be79-ef2c13eb9b0c,65,Female,5/2/2023,$17629.93,89
338,9,39,27,d80d85a4-8bb2-4c37-9f0a-73f42157c0d2,59,Male,6/6/2023,$17914.88,5
339,1,1,33,06784c2c-b888-4502-a50d-eb600aaaec4f,64,Male,11/1/2023,$13707.66,75
340,4,38,6,6c6fffbb-eb9a-4336-876b-b7006dade3e5,66,Male,27/12/2022,$19247.01,57
341,6,34,42,35cb2660-1160-41ae-bc7b-da9e3dfe1146,61,Male,31/5/2023,$688.02,94
342,1,18,12,74359424-f039-4e8c-a0ff-691efd6fd72f,32,Female,26/6/2022,$5879.51,55
343,6,22,28,af950996-6d6f-4c6b-98a0-2a9b2aaece62,68,Female,13/7/2022,$8865.11,58
344,9,12,46,e912a868-a0df-44a6-88d9-7f341dffdaa4,56,Male,17/9/2022,$3926.23,37
345,1,7,16,70a1d6df-7163-4e57-a903-d95958ff8d78,35,Female,22/6/2022,$2278.23,46
346,6,26,31,b1e45228-8fd5-47da-809b-4b7ede466eb1,65,Female,14/4/2023,$12131.09,45
347,5,22,32,b25c77f0-05b4-42f5-a623-2fb31dcd55d1,51,Male,5/10/2022,$9239.22,6
348,7,24,49,5458b3e4-3f7c-4738-9ac8-66ae59c7e850,56,Female,10/3/2023,$18044.60,94
349,5,32,3,681d36ef-f822-44c9-b149-d0134f26a146,35,Male,30/1/2023,$1115.73,10
350,1,14,25,4624052d-cd9d-4a4e-a67b-dacafc1ff2e1,54,Female,22/4/2023,$19923.26,55
351,10,10,13,d7cbd388-ad35-44de-995c-7406c565e413,48,Female,11/11/2022,$7038.50,92
352,10,3,45,b7dae165-fd5c-4b01-aad3-b68d2e63b95c,61,Male,28/2/2023,$4183.80,54
353,5,29,43,4cc3f0dd-5dfe-4f90-9a67-8ceb59049234,23,Male,2/9/2022,$14642.75,60
354,7,36,11,7b85d4ab-1ffb-4ba7-86c1-0e86828ad065,22,Male,16/6/2023,$1620.53,48
355,5,9,15,0ef88c99-b908-41f6-8194-dcd5d2ee11f6,31,Male,28/5/2023,$14211.99,64
356,8,26,24,a2a4814e-a721-4270-9a64-6f8284ea16ed,70,Female,24/9/2022,$1401.41,67
357,4,32,34,73c39e5e-2c36-4820-9904-332fa1216345,55,Male,31/5/2023,$19167.41,15
358,7,8,45,aa86505c-1ee5-4b5f-af0d-d6413b54bef0,55,Male,15/1/2023,$11376.67,95
359,4,25,32,0c5553ed-edd7-4292-9e97-decba6364417,56,Male,2/3/2023,$502.98,5
360,8,33,26,9c10a727-8d4c-41bd-852b-d2c9a27c2d86,52,Female,12/11/2022,$9455.95,57
361,9,34,14,6660579f-1e60-432b-b6a0-5f57af72fa5e,52,Male,11/9/2022,$6390.25,72
362,1,4,25,420ff5da-7d59-455c-b3a9-64c9ae676b88,42,Female,10/11/2022,$17924.53,34
363,2,1,37,bd12944c-4153-479d-bad2-c96b52a03f9c,70,Female,11/10/2022,$4724.66,26
364,1,40,20,ef0c761b-0cf5-4868-9191-87a913b03b90,31,Male,21/8/2022,$16807.37,39
365,2,27,21,7d7413b0-cca6-4ae2-b916-048ac5dc4dba,69,Female,18/10/2022,$5208.65,94
366,5,22,40,59745a5d-eddb-4127-afcd-c12a097df6ef,49,Male,16/4/2023,$9159.76,8
367,8,34,41,71ff5870-dfe6-42ab-89f5-6a3bbd633a03,60,Female,14/2/2023,$8558.89,58
368,6,16,45,00adc2d7-01e6-46bf-976e-5f2eda1a6407,47,Male,28/1/2023,$14222.81,15
369,4,24,31,0b4c1206-79ae-4b72-bf61-205dd9094363,58,Male,28/3/2023,$5740.62,22
370,2,6,16,6d875ae1-07c1-44c5-bdbc-75816376851a,27,Male,28/7/2022,$1029.89,50
371,6,32,8,bbbc9c28-7ded-430c-8197-0c8acb568c17,36,Male,16/9/2022,$17689.30,13
372,3,30,5,0fd12dbf-48b3-462b-ad33-82ff2548d514,71,Male,23/6/2022,$3235.98,97
373,6,6,4,cc6c2eb0-0ec5-4ea6-a2c0-8f50d62e294e,67,Male,19/8/2022,$4540.87,16
374,3,31,22,df0d07ea-56d2-474b-b3a2-d44eb63b43ca,56,Female,18/2/2023,$14601.01,61
375,9,35,30,e01cdad1-d032-4850-ab3a-46216c87000d,35,Female,4/10/2022,$18005.79,76
376,7,2,2,58d221dd-f536-4286-a999-041f0d550bc8,40,Female,24/7/2022,$12531.12,4
377,1,9,8,11245f5c-6ee6-4d29-ba37-5c96563d09e7,33,Male,11/7/2022,$5457.40,34
378,3,21,33,f10a10dc-85e4-4b35-9687-f31c54e5aa3c,38,Female,27/1/2023,$4924.07,1
379,8,13,12,f00ca43b-da8a-4432-b0ca-d4c0a1f88839,22,Female,29/12/2022,$15181.94,97
380,7,22,8,64f7b6ec-74cb-4f94-8e9b-a40c3d52fe2a,72,Male,5/3/2023,$12492.19,97
381,9,40,36,5e8afbe7-b435-40ea-8567-a4113acb910e,60,Male,25/11/2022,$4677.92,83
382,3,32,49,5336e7ed-861b-48cd-922c-a2f6fe356e48,34,Male,24/1/2023,$4601.25,12
383,4,39,19,2bfecee5-eaf3-4f61-ba17-637a6924061a,57,Male,28/7/2022,$8540.29,97
384,4,20,49,1b70fae6-92ea-4fbc-94bd-66016774868b,69,Female,2/5/2023,$2451.98,59
385,2,32,22,825eec44-7b43-4c52-adcd-0c87ff3ec2ca,49,Male,24/5/2023,$5355.82,51
386,7,4,37,1d0fcab1-2587-4399-8265-083b49d5357d,33,Female,18/6/2022,$3243.37,48
387,10,9,23,215b7427-c65d-44a8-b931-cc12e51d9a75,42,Female,10/2/2023,$9929.83,71
388,6,22,45,d634d0ea-4de3-4907-a1b7-25ae11b08713,45,Female,2/1/2023,$1763.00,31
389,1,15,43,dd4f51a8-130a-4996-a5f9-4cb5e5f9437e,24,Male,21/11/2022,$10498.73,26
390,10,37,19,aa876dfb-3fb7-437b-b3da-5b7aad715ef8,57,Female,2/5/2023,$5977.54,58
391,9,8,39,fdb1979e-b6d8-47bd-b8df-924c2c9745bb,28,Male,28/6/2022,$4285.37,38
392,10,31,29,52b8c4c7-1b2d-4ddd-8440-805c26b60dda,51,Female,24/3/2023,$15503.70,11
393,5,25,24,a0958678-501d-4b85-8bd9-effb7ee43d68,40,Male,17/3/2023,$5560.67,26
394,5,31,43,f1a75d2c-ff65-4f30-9b49-2b669a3bfed6,58,Female,2/8/2022,$1561.07,14
395,10,12,8,9742b5e3-e700-4bc5-ab83-c2c85b0a4273,48,Female,12/3/2023,$5294.81,100
396,8,33,23,950fc654-caed-4195-84a5-461fcb2c5f51,49,Male,27/4/2023,$15645.34,45
397,6,15,6,e85f3638-fb27-4ff2-932d-7521d1cf4b38,46,Male,24/4/2023,$18078.24,90
398,4,21,1,de7009a7-88cd-4486-a801-7a626aef3aa4,57,Male,16/8/2022,$6000.15,21
399,6,2,21,318aa3b6-0298-4f82-a102-bd17e1304ef8,67,Female,11/10/2022,$4870.43,69
400,6,1,34,a46f9eef-f119-4438-9722-d8cc192a0421,32,Female,2/3/2023,$6711.43,5
401,1,33,21,7bfb2ffc-81c9-4072-ba16-09bf6baf6665,38,Female,30/10/2022,$19073.71,51
402,10,27,16,7773e854-c72a-43bd-b7e8-c1775f107b05,25,Female,3/4/2023,$13130.30,74
403,8,37,31,1a9bd00b-4634-490e-82fd-788f71589c94,54,Male,4/11/2022,$15775.98,43
404,4,33,34,6ba6104d-96ef-4d18-b838-999eb7954752,24,Female,19/2/2023,$2693.64,84
405,10,23,43,eab1073d-c8a7-4659-aa35-29cbd6de60b3,24,Male,2/3/2023,$6381.33,4
406,6,31,47,93e9f7f9-5317-42d9-a476-10e4269f7ba0,34,Male,24/5/2023,$3929.71,54
407,7,10,2,ee1ec454-f465-4a9d-9b93-eea2da6dd462,59,Male,30/7/2022,$9625.59,44
408,4,26,7,117f7a4c-90de-4b56-adfd-afdc6a972695,27,Male,28/11/2022,$6429.20,3
409,5,20,36,231e08f0-fdd5-465f-b3f3-d57815c96247,60,Male,29/4/2023,$5489.23,97
410,5,40,11,7bcaf7c4-f9d5-4d73-a35c-02a662642ab8,51,Female,1/2/2023,$10241.76,88
411,4,26,7,b6c9056a-83c0-4d98-be96-abeb3c607e59,70,Male,14/5/2023,$721.35,92
412,2,25,40,c211ff93-374b-457d-ae84-de41f70c1e00,38,Female,9/2/2023,$6838.84,20
413,3,24,7,7f5ad2d3-bfd4-4c8d-9bb3-801c6436b791,37,Male,25/4/2023,$11981.20,29
414,3,24,25,31a076b8-152e-4c3d-8678-6a7b3f6aa809,41,Female,8/6/2023,$14138.86,87
415,6,3,13,c2c5b51d-272a-4214-b2c9-86fd1b2f1960,58,Female,19/7/2022,$7600.91,96
416,9,3,40,5be1b081-e506-4de2-a58a-cd48f5903d51,27,Male,3/10/2022,$15122.84,44
417,9,31,30,42f0d232-54ea-4d18-b907-b130514ded81,31,Female,12/10/2022,$3318.21,41
418,3,3,13,978a0c23-c651-448c-b8d7-018f9722397d,55,Male,6/1/2023,$4566.75,78
419,4,19,35,e1c398e4-a08d-4ed0-9f3d-093a7c58b527,34,Male,8/8/2022,$2245.45,62
420,9,15,24,a5a05bc3-5c9a-4420-a9a8-43b9289833c5,59,Male,21/4/2023,$10201.03,69
421,1,29,30,54ec4e4a-2429-4033-af79-456c2c1dccf1,75,Male,10/3/2023,$6826.33,80
422,8,13,39,66927b01-ce31-4279-a386-84f2fd8e90d2,47,Female,17/10/2022,$3679.59,17
423,6,25,39,f12237c1-fcc0-4bef-a856-ea6012fc1e34,52,Female,10/1/2023,$19698.68,83
424,9,21,48,a21bfc6f-f24d-49c0-b36c-68ba86d5a852,29,Male,24/5/2023,$1772.86,9
425,3,14,50,549a8c4f-d111-4814-9e76-3bc29c6f367e,35,Female,23/2/2023,$2966.29,14
426,8,4,15,b0156cbd-8141-40ea-aff4-5b7d617f70a1,43,Female,3/12/2022,$15418.22,73
427,6,22,24,2e39602a-4adc-434d-96f8-37f1d9dad9cd,60,Female,15/8/2022,$8391.14,96
428,3,15,50,bed6346d-728b-4ba6-b415-0fe363018922,67,Female,13/3/2023,$11446.64,44
429,10,23,33,bd261dce-fb51-442b-8d38-b8596c4cb59a,46,Female,14/4/2023,$4672.49,56
430,3,21,10,88767ac9-1b25-41c1-ab7a-c870d47f6fc9,52,Male,9/9/2022,$10864.73,91
431,1,6,11,1468496d-07bc-43e4-af0b-f4e382fbf278,50,Male,16/1/2023,$15314.77,91
432,5,18,35,cd9cd8b7-24d6-4449-82f9-5244c4bec47b,73,Male,4/6/2023,$6446.73,31
433,1,3,19,d354ce6f-c4d0-4526-8c43-638a268c7329,23,Male,25/2/2023,$16224.87,78
434,8,38,49,eb8a0623-d2d1-45b6-a8c4-0cd521291ae0,43,Male,1/8/2022,$15890.00,22
435,7,11,31,36b267ca-2c01-4e4e-ad52-3530327eef46,23,Male,23/8/2022,$13012.31,43
436,7,37,21,43dc7eba-a5ac-4930-978f-20f868233bf1,61,Male,12/12/2022,$1047.18,27
437,4,11,3,f8045e1c-0418-4811-8855-e6237e6edd7c,65,Male,14/3/2023,$18960.87,16
438,8,25,21,f10531be-ae45-433c-98be-676b329c9f6a,65,Male,25/5/2023,$16186.43,6
439,10,33,42,039ff3ba-7616-4840-ad09-ebfbce394d7c,34,Female,15/3/2023,$10144.26,55
440,4,32,45,0b8a4a3c-9b82-408a-838e-27415743af05,52,Female,8/12/2022,$923.92,72
441,8,14,28,88ac9e68-9d16-4fe0-b0cb-e96e4d273452,21,Male,10/1/2023,$8011.49,47
442,7,20,46,5487f9b7-9b25-43ab-805c-36c56483050c,22,Male,10/1/2023,$10026.74,48
443,5,7,10,5d2ca68c-8c51-4c8c-ad01-bcc91c32e667,42,Female,21/6/2022,$19196.73,72
444,10,17,1,779b8277-cd67-448b-8ca1-2ae512fddba2,22,Female,22/2/2023,$6097.48,89
445,2,25,48,45772961-10fe-47c0-90d3-f6a64b9d0f54,53,Female,31/5/2023,$15130.55,20
446,6,8,17,22b6a766-4758-43bf-97ef-41450d1d02c4,22,Female,9/4/2023,$12343.67,20
447,5,10,15,06caccbe-83ef-45b7-bb6a-83b6003c8100,57,Female,19/4/2023,$17438.76,96
448,8,29,13,fe3574ec-7056-4f65-aadb-3d2a43098ea0,48,Female,24/1/2023,$19373.24,45
449,5,31,29,9cf744c8-bcfb-4c6c-a21d-294543450fa8,75,Female,13/6/2023,$8397.96,37
450,9,30,17,89120dbd-8a66-41c5-b5f7-731cfcee106c,53,Female,8/8/2022,$2922.58,93
451,9,31,4,d49eecd3-fffb-46a7-b6a8-2b7da87c9f97,46,Female,24/7/2022,$12265.19,87
452,5,17,17,83867b0c-f09e-4677-82a3-5628a8690a59,73,Male,15/7/2022,$9900.22,75
453,4,19,34,98261898-9654-4cb3-97b2-40d04d763620,35,Female,11/2/2023,$17870.15,41
454,7,5,36,1804e91d-b1f1-44fb-922f-74e9bb485fae,54,Male,19/8/2022,$8664.70,48
455,6,14,32,39cafb5f-11ad-419a-b8a6-2b8951001977,68,Female,1/10/2022,$1039.88,7
456,1,6,49,e29b4ea0-1df9-4a75-9c2d-4c7e92e107a9,59,Female,20/7/2022,$14584.45,41
457,10,38,10,d2798141-ebbc-4507-a3b8-cd5e2f4db5cc,43,Female,1/7/2022,$4176.63,50
458,7,20,20,85ba09fc-6161-4e52-9b38-f005c6b92449,37,Female,11/2/2023,$2579.99,99
459,7,35,2,54084a76-f575-4507-845f-7833c2275d44,63,Male,3/4/2023,$5165.03,36
460,2,19,12,4618a43d-e3cb-4666-b1f7-7b6277b4a65c,55,Male,18/9/2022,$5501.87,23
461,1,12,43,e4e64cff-0468-47ec-b8ff-adba3df73b76,54,Male,2/7/2022,$19750.70,47
462,5,24,26,a393def6-6f1e-448c-998f-a6b99ea453b8,74,Male,19/4/2023,$8560.04,86
463,5,26,41,3614b529-3453-4d7a-a978-04d8abec112f,48,Female,27/10/2022,$9437.84,25
464,3,36,28,5fce3f25-bb61-4ce0-bcbb-970e17ddafa4,66,Male,28/1/2023,$8028.65,63
465,4,17,2,5f25fa08-b035-4ddf-b47f-c18d5714c000,50,Male,1/12/2022,$8035.04,19
466,9,15,13,d80460b2-913b-4b15-9226-85b78be7faa4,56,Male,20/5/2023,$15927.21,39
467,10,36,26,ec60e4a0-7075-4893-b50d-dfe725ba1d2e,42,Female,6/1/2023,$12336.07,62
468,10,19,42,30e0b03c-8fdb-4b77-b4c0-5d0e478ed327,26,Male,19/12/2022,$9910.00,43
469,6,13,1,786aff7d-f597-4a0a-8a1f-4ed7ac8d491d,55,Female,5/1/2023,$14645.36,6
470,1,18,42,2ae6dd51-2548-48fd-b5f4-9538a37be794,53,Male,20/3/2023,$6477.31,92
471,1,35,38,496e040f-1ee9-48b7-a502-2cc143179ce5,71,Female,14/8/2022,$13341.18,13
472,1,5,26,6e0285ce-ca96-47a3-ac03-5bf6afbdb194,73,Male,9/3/2023,$12666.44,7
473,2,27,30,a214c3f0-dd30-4e82-ada1-fb9143f5c235,56,Female,21/12/2022,$14265.62,79
474,3,35,45,bc80f6fa-3ca1-448a-84dc-6f53a91b775b,50,Female,4/8/2022,$15963.96,12
475,10,1,6,ac3c1571-94ad-42e7-8a9a-785879e0a0b7,69,Female,15/8/2022,$7166.79,7
476,1,39,9,20b6e34c-5f31-4d67-8d61-cd645dded824,21,Male,17/12/2022,$16300.20,86
477,9,29,27,4bd6529f-b014-4b2d-87f8-a00fbdd3c528,44,Female,17/12/2022,$4955.28,70
478,5,32,39,66ce8865-c083-4f9a-840f-97606c71b9f4,48,Male,3/6/2023,$19356.79,81
479,9,24,33,7b2b51e3-0b17-4494-abd5-716dedeaa53c,69,Male,2/2/2023,$4408.80,93
480,10,14,31,247a60bd-ad7c-4979-85d9-d4d89a54aeef,44,Female,10/1/2023,$10360.05,32
481,10,11,7,5514ca4b-c54e-4a0b-9115-b1d7983fbab1,54,Male,21/1/2023,$2234.66,22
482,3,24,26,b2d75b40-9ae3-4801-ba2d-3361ceb76f1f,40,Male,21/9/2022,$8492.19,69
483,2,40,5,d4ad9053-a931-40e5-b391-ef8769bdd07d,29,Male,21/4/2023,$18947.37,85
484,5,20,8,aa2dccc5-b9b0-4482-a518-42f0f0d8b7ab,51,Male,26/5/2023,$13259.01,43
485,4,27,35,01418b6b-b5ed-47e8-a41e-f33444e0f64f,26,Male,27/1/2023,$12206.44,40
486,3,14,32,f56af776-22c0-4385-a84d-03bac435a319,61,Male,16/12/2022,$845.50,98
487,8,27,27,d228759e-143c-4f2a-bed2-9f6c00716613,45,Male,28/9/2022,$2857.19,76
488,9,33,33,5250c24a-628e-4b25-bef7-e01b1da559a7,28,Female,19/11/2022,$6023.86,80
489,2,1,46,15738688-eaad-4e63-abc6-35be60a3c90d,42,Male,27/6/2022,$16422.51,37
490,9,16,5,8d7c646a-48ac-4150-ba7f-bd3bfddd4f07,27,Male,15/6/2023,$11593.93,100
491,10,25,6,5c1ec477-945c-46d4-b147-b3806b75dee3,41,Female,23/2/2023,$10801.20,48
492,1,22,7,cdc5d2b0-9c1c-4afe-b99f-cbd6408f44e1,73,Female,23/9/2022,$10548.88,66
493,4,14,19,e04c85e4-59bc-4151-b361-30e301bdd9cc,56,Male,16/10/2022,$14262.76,88
494,2,35,14,9cd5d417-1386-483f-bd80-3f9cd6c826bf,58,Female,5/12/2022,$10017.08,1
495,1,28,25,663ec82a-dd86-4018-beeb-06a90edd5d65,57,Male,28/6/2022,$16518.33,88
496,1,31,46,9881a01f-7e65-4f27-994d-f002df32ab20,36,Male,6/11/2022,$18738.80,39
497,7,26,24,02e6e07c-e2a1-43e8-bab9-068d11a9bd78,46,Male,8/12/2022,$17320.52,83
498,5,11,29,7c0d06fe-13ec-44c3-8337-de0681d4b2a6,73,Female,12/6/2023,$790.33,48
499,1,12,42,d2691f84-39f8-4b46-b0d6-cd69c511bda1,66,Female,24/9/2022,$9550.84,21
500,5,28,35,27984fcf-cb93-4994-929e-a3d12e71661c,26,Female,17/3/2023,$15095.32,99
